Declaration_Number,Import_Date,Importer_ID,Broker_ID,Transport_Mode,Origin_Country,Port_of_Entry,Clearance_Port,Invoice_No,Invoice_Details,Item_Number,HS_Code,Stat_Code,Product_Code,Brand,Model_No,Product_Year,Cleaned_Description,Quantity,Net_Weight_KG,Gross_Weight_KG,Declared_Currency_Code,Unit_Price_Foreign_CIF,Invoice_Amount_Foreign,Exchange_Rate,Unit_Price_THB_CIF,Invoice_Amount_THB,Privilege_Code,Incentive_Scheme,Duty_Paid_THB,VAT_Paid_THB,Other_Taxes_THB,External_Benchmark_Price_THB,Is_Related_Party,Is_Anomaly_Confirmed,PRAISE_Alert_Ref_No,Recovered_Tax_THB,Review_Officer_ID,Review_Timestamp
DEC25032164062,2025-03-21,IMP-005,BROK-011,Air,CN,SUV,LCP,INV-61634,Standard Import,1,62044290,0,PROD-202,BrandX,M-43,2024,Women Dresses,3.0,8.27,9.11,USD,1165.54,3496.62,32.88,38322.96,114968.87,0,,34490.66,10462.17,0.0,44200.0,0,False,REF-18785,0.0,OFFICER-12,2024-12-31
DEC25122519941,2025-12-25,IMP-001,BROK-048,Air,CN,LCP,SUV,INV-28508,Standard Import,1,19059030,0,PROD-277,BrandX,M-22,2021,Cake,48.0,62.78,70.65,USD,143.01,6864.48,32.88,4702.17,225704.1,999,,67711.23,20539.07,0.0,5000.0,0,False,REF-39052,0.0,OFFICER-37,2024-12-04
DEC241026104091,2024-10-26,IMP-008,BROK-048,Sea,CN,LCP,SUV,INV-46347,Standard Import,1,87089360,0,PROD-269,BrandX,M-93,2025,Clutches,42.0,304.15,343.6,USD,3632.71,152573.82,31.98,116174.07,4879310.76,0,,1463793.23,444017.28,0.0,100000.0,1,False,REF-45526,0.0,OFFICER-37,2024-12-31
DEC241202104594,2024-12-02,IMP-008,BROK-024,Sea,CN,LCP,BKK,INV-21033,Standard Import,1,87089360,0,PROD-853,BrandX,M-46,2021,Clutches,19.0,41.38,48.69,USD,4018.71,76355.49,31.98,128518.35,2441848.57,0,,732554.57,222208.22,0.0,100000.0,1,False,REF-42190,0.0,OFFICER-20,2024-12-12
DEC25123145497,2025-12-31,IMP-003,BROK-024,Air,US,BKK,SUV,INV-35719,Standard Import,1,33030000,0,PROD-599,BrandX,M-35,2024,Perfumes,69.0,373.57,400.26,USD,2949.75,203532.75,32.88,96987.78,6692156.82,999,,2007647.05,608986.27,0.0,105400.0,1,True,REF-51135,1818182.31,OFFICER-19,2024-12-25
DEC241128104529,2024-11-28,IMP-008,BROK-032,Air,JP,BKK,BKK,INV-66317,Standard Import,1,87089360,0,PROD-975,BrandX,M-27,2022,Clutches,45.0,278.23,294.38,USD,3794.82,170766.9,31.98,121358.34,5461125.46,0,,1638337.64,496962.42,0.0,100000.0,1,False,REF-87019,0.0,OFFICER-49,2024-12-10
DEC25010762397,2025-01-07,IMP-005,BROK-002,Sea,CN,BKK,BKK,INV-66573,Standard Import,1,62044290,0,PROD-730,BrandX,M-81,2021,Women Dresses,32.0,104.22,123.43,USD,1185.58,37938.56,32.88,38981.87,1247419.85,999,,374225.96,113515.21,0.0,44200.0,1,False,REF-47844,0.0,OFFICER-20,2024-12-05
DEC25111069379,2025-11-10,IMP-005,BROK-038,Sea,CN,SUV,LCP,INV-59578,Standard Import,1,62044290,0,PROD-453,BrandX,M-76,2021,Women Dresses,85.0,766.07,809.77,USD,1187.56,100942.6,32.88,39046.97,3318992.69,0,,995697.81,302028.34,0.0,44200.0,0,False,REF-26470,0.0,OFFICER-40,2024-12-24
DEC23103099190,2023-10-30,IMP-008,BROK-027,Land,JP,SUV,BKK,INV-71243,Standard Import,1,87089360,0,PROD-406,BrandX,M-66,2023,Clutches,18.0,67.61,79.04,USD,3562.84,64131.12,35.07,124948.8,2249078.38,999,,674723.51,204666.13,0.0,100000.0,1,False,REF-98001,0.0,OFFICER-19,2024-12-21
DEC25121270074,2025-12-12,IMP-005,BROK-036,Sea,CN,BKK,BKK,INV-86540,Standard Import,1,62044290,0,PROD-527,BrandX,M-56,2024,Women Dresses,86.0,149.65,161.92,USD,1233.94,106118.84,32.88,40571.95,3489187.46,0,,1046756.24,317516.06,0.0,44200.0,0,False,REF-59910,0.0,OFFICER-27,2024-12-06
DEC23011545845,2023-01-15,IMP-005,BROK-038,Sea,CN,LCP,BKK,INV-31511,Standard Import,1,62044290,0,PROD-599,BrandX,M-58,2025,Women Dresses,57.0,482.0,521.14,USD,1426.26,81296.82,35.07,50018.94,2851079.48,999,,855323.84,259448.23,0.0,44200.0,1,True,REF-67347,1045164.49,OFFICER-11,2024-12-09
DEC24121538588,2024-12-15,IMP-003,BROK-015,Land,US,LCP,LCP,INV-10239,Standard Import,1,33030000,0,PROD-824,BrandX,M-75,2021,Perfumes,4.0,39.1,42.92,USD,2384.97,9539.88,31.98,76271.34,305085.36,0,,91525.61,27762.77,0.0,105400.0,1,False,REF-82490,0.0,OFFICER-41,2024-12-24
DEC23051448585,2023-05-14,IMP-005,BROK-021,Sea,CN,SUV,BKK,INV-13018,Standard Import,1,62044290,0,PROD-742,BrandX,M-15,2023,Women Dresses,37.0,153.76,178.6,USD,1404.8,51977.6,35.07,49266.34,1822854.43,0,,546856.33,165879.75,0.0,44200.0,0,False,REF-63354,0.0,OFFICER-15,2024-12-04
DEC25101068660,2025-10-10,IMP-005,BROK-020,Sea,CN,SUV,LCP,INV-52028,Standard Import,1,62044290,0,PROD-615,BrandX,M-72,2021,Women Dresses,90.0,812.7,868.06,USD,1169.0,105210.0,32.88,38436.72,3459304.8,0,,1037791.44,314796.74,0.0,44200.0,1,False,REF-19484,0.0,OFFICER-25,2024-12-29
DEC23010925653,2023-01-09,IMP-003,BROK-016,Sea,DE,LCP,LCP,INV-37010,Standard Import,1,33030000,0,PROD-251,BrandX,M-43,2022,Perfumes,48.0,477.93,541.04,USD,3153.94,151389.12,35.07,110608.68,5309216.44,999,,1592764.93,483138.7,0.0,105400.0,0,False,REF-66178,0.0,OFFICER-44,2024-12-19
DEC23121831930,2023-12-18,IMP-003,BROK-047,Air,DE,BKK,BKK,INV-21663,Standard Import,1,33030000,0,PROD-247,BrandX,M-14,2023,Perfumes,62.0,511.59,571.86,USD,2419.5,150009.0,35.07,84851.87,5260815.63,999,,1578244.69,478734.22,0.0,105400.0,1,False,REF-41181,0.0,OFFICER-17,2024-12-31
DEC24112916424,2024-11-29,IMP-001,BROK-037,Air,JP,SUV,SUV,INV-90063,Standard Import,1,19059030,0,PROD-756,BrandX,M-91,2025,Cake,63.0,150.29,157.94,USD,122.18,7697.34,31.98,3907.32,246160.93,999,,73848.28,22400.64,0.0,5000.0,0,False,REF-57349,0.0,OFFICER-10,2024-12-15
DEC23021210402,2023-02-12,IMP-001,BROK-027,Sea,JP,SUV,SUV,INV-72003,Standard Import,1,19059030,0,PROD-138,BrandX,M-32,2023,Cake,87.0,677.33,722.41,USD,132.47,11524.89,35.07,4645.72,404177.89,999,,121253.37,36780.19,0.0,5000.0,0,False,REF-31514,0.0,OFFICER-25,2024-12-16
DEC24021754974,2024-02-17,IMP-005,BROK-004,Sea,CN,LCP,LCP,INV-99066,Standard Import,1,62044290,0,PROD-273,BrandX,M-55,2025,Women Dresses,32.0,45.49,50.14,USD,1326.52,42448.64,31.98,42422.11,1357507.51,0,,407252.25,123533.18,0.0,44200.0,1,False,REF-96649,0.0,OFFICER-23,2024-12-15
DEC25022223916,2025-02-22,IMP-002,BROK-049,Air,JP,SUV,SUV,INV-38788,Standard Import,1,22083090,0,PROD-846,BrandX,M-59,2025,Whisky,22.0,65.29,69.02,USD,462.53,10175.66,32.88,15207.99,334575.7,999,,200745.42,37472.48,0.0,80000.0,1,True,REF-79734,163162.84,OFFICER-38,2024-12-09
DEC25111291481,2025-11-12,IMP-006,BROK-045,Air,CN,SUV,LCP,INV-73648,Standard Import,1,64039990,0,PROD-332,BrandX,M-95,2022,Footwear,29.0,153.81,169.32,USD,818.3,23730.7,32.88,26905.7,780265.42,999,,234079.63,71004.15,0.0,28050.0,1,False,REF-97530,0.0,OFFICER-24,2024-12-10
DEC25062188640,2025-06-21,IMP-006,BROK-015,Sea,CN,SUV,BKK,INV-27303,Standard Import,1,64039990,0,PROD-839,BrandX,M-18,2021,Footwear,53.0,461.7,525.65,USD,828.04,43886.12,32.88,27225.96,1442975.63,999,,432892.69,131310.78,0.0,28050.0,0,False,REF-45561,0.0,OFFICER-29,2024-12-18
DEC24101983766,2024-10-19,IMP-006,BROK-048,Sea,CN,SUV,LCP,INV-44865,Standard Import,1,64039990,0,PROD-317,BrandX,M-33,2025,Footwear,90.0,345.54,412.32,USD,829.34,74640.6,31.98,26522.29,2387006.39,999,,716101.92,217217.58,0.0,28050.0,1,False,REF-10330,0.0,OFFICER-30,2024-12-05
DEC23011970899,2023-01-19,IMP-006,BROK-043,Air,CN,LCP,SUV,INV-65216,Standard Import,1,64039990,0,PROD-952,BrandX,M-23,2025,Footwear,38.0,144.06,159.25,USD,829.35,31515.3,35.07,29085.3,1105241.57,999,,331572.47,100576.98,0.0,28050.0,0,False,REF-45968,0.0,OFFICER-49,2024-12-10
DEC24100937386,2024-10-09,IMP-003,BROK-024,Air,DE,BKK,SUV,INV-75196,Standard Import,1,33030000,0,PROD-353,BrandX,M-86,2022,Perfumes,66.0,497.46,550.47,USD,1887.62,124582.92,31.98,60366.09,3984161.78,0,,1195248.53,362558.72,0.0,105400.0,1,False,REF-36281,0.0,OFFICER-31,2024-12-30
DEC24082759307,2024-08-27,IMP-005,BROK-046,Sea,CN,SUV,LCP,INV-46505,Standard Import,1,62044290,0,PROD-325,BrandX,M-11,2024,Women Dresses,24.0,125.15,140.04,USD,1294.54,31068.96,31.98,41399.39,993585.34,999,,298075.6,90416.27,0.0,44200.0,0,False,REF-60420,0.0,OFFICER-37,2024-12-08
DEC25101094789,2025-10-10,IMP-007,BROK-005,Sea,CN,SUV,SUV,INV-18397,Standard Import,1,87032324,0,PROD-734,BrandX,M-73,2021,Passenger Cars,85.0,538.61,571.48,USD,54565.37,4638056.45,32.88,1794109.37,152499296.08,999,,121999436.86,19214911.31,0.0,2500000.0,1,False,REF-59255,0.0,OFFICER-16,2024-12-19
DEC25082067451,2025-08-20,IMP-005,BROK-048,Sea,CN,LCP,LCP,INV-20225,Standard Import,1,62044290,0,PROD-607,BrandX,M-45,2025,Women Dresses,68.0,159.93,186.67,USD,1211.94,82411.92,32.88,39848.59,2709703.93,0,,812911.18,246583.06,0.0,44200.0,0,False,REF-84232,0.0,OFFICER-27,2024-12-17
DEC25112969788,2025-11-29,IMP-005,BROK-038,Sea,CN,SUV,LCP,INV-65334,Standard Import,1,62044290,0,PROD-210,BrandX,M-94,2022,Women Dresses,93.0,400.34,421.2,USD,1217.37,113215.41,32.88,40027.13,3722522.68,999,,1116756.8,338749.56,0.0,44200.0,0,True,REF-63667,411209.21,OFFICER-36,2024-12-28
DEC24052157102,2024-05-21,IMP-005,BROK-046,Air,CN,BKK,SUV,INV-17983,Standard Import,1,62044290,0,PROD-843,BrandX,M-65,2023,Women Dresses,42.0,120.64,143.07,USD,1352.52,56805.84,31.98,43253.59,1816650.76,999,,544995.23,165315.22,0.0,44200.0,0,False,REF-44522,0.0,OFFICER-20,2024-12-28
DEC24101883742,2024-10-18,IMP-006,BROK-016,Sea,CN,SUV,SUV,INV-28398,Standard Import,1,64039990,0,PROD-754,BrandX,M-66,2021,Footwear,38.0,99.37,106.1,USD,806.75,30656.5,31.98,25799.87,980394.87,0,,294118.46,89215.93,0.0,28050.0,1,True,REF-36757,446881.72,OFFICER-38,2024-12-29
DEC25012039307,2025-01-20,IMP-003,BROK-048,Sea,JP,BKK,SUV,INV-82992,Standard Import,1,33030000,0,PROD-437,BrandX,M-76,2023,Perfumes,41.0,267.79,284.82,USD,3121.8,127993.8,32.88,102644.78,4208436.14,0,,1262530.84,382967.69,0.0,105400.0,1,False,REF-44836,0.0,OFFICER-25,2024-12-30
DEC24052214676,2024-05-22,IMP-001,BROK-034,Sea,DE,BKK,SUV,INV-59605,Standard Import,1,19059030,0,PROD-294,BrandX,M-77,2022,Cake,13.0,55.12,65.68,USD,158.93,2066.09,31.98,5082.58,66073.56,999,,19822.07,6012.69,0.0,5000.0,0,False,REF-85664,0.0,OFFICER-29,2024-12-09
DEC23062728788,2023-06-27,IMP-003,BROK-046,Air,JP,SUV,BKK,INV-15364,Standard Import,1,33030000,0,PROD-588,BrandX,M-87,2021,Perfumes,15.0,111.15,121.55,USD,3117.68,46765.2,35.07,109337.04,1640055.56,999,,492016.67,149245.06,0.0,105400.0,1,False,REF-81853,0.0,OFFICER-10,2024-12-10
DEC23112631537,2023-11-26,IMP-003,BROK-042,Sea,US,BKK,SUV,INV-81735,Standard Import,1,33030000,0,PROD-623,BrandX,M-96,2022,Perfumes,67.0,241.11,279.98,USD,3116.55,208808.85,35.07,109297.41,7322926.37,0,,2196877.91,666386.3,0.0,105400.0,1,False,REF-67292,0.0,OFFICER-41,2024-12-30
DEC24090682908,2024-09-06,IMP-006,BROK-044,Air,CN,SUV,SUV,INV-92639,Standard Import,1,64039990,0,PROD-757,BrandX,M-13,2025,Footwear,71.0,658.35,728.91,USD,833.83,59201.93,31.98,26665.88,1893277.72,999,,567983.32,172288.27,0.0,28050.0,0,False,REF-48872,0.0,OFFICER-27,2024-12-26
DEC23080297937,2023-08-02,IMP-008,BROK-033,Sea,JP,BKK,BKK,INV-25420,Standard Import,1,87089360,0,PROD-570,BrandX,M-56,2023,Clutches,59.0,264.77,283.92,USD,4159.51,245411.09,35.07,145874.02,8606566.93,0,,2581970.08,783197.59,0.0,100000.0,1,False,REF-63419,0.0,OFFICER-35,2024-12-23
DEC240501101708,2024-05-01,IMP-008,BROK-033,Sea,CN,SUV,SUV,INV-78374,Standard Import,1,87089360,0,PROD-242,BrandX,M-65,2024,Clutches,71.0,695.18,799.8,USD,3346.45,237597.95,31.98,107019.47,7598382.44,0,,2279514.73,691452.8,0.0,100000.0,1,False,REF-47699,0.0,OFFICER-28,2024-12-20
DEC24012732645,2024-01-27,IMP-003,BROK-038,Sea,DE,SUV,LCP,INV-16167,Standard Import,1,33030000,0,PROD-628,BrandX,M-83,2025,Perfumes,40.0,151.68,176.52,USD,3052.73,122109.2,31.98,97626.31,3905052.22,0,,1171515.67,355359.75,0.0,105400.0,1,True,REF-80295,945484.63,OFFICER-19,2024-12-10
DEC25121345166,2025-12-13,IMP-003,BROK-037,Sea,JP,LCP,SUV,INV-91177,Standard Import,1,33030000,0,PROD-830,BrandX,M-41,2023,Perfumes,78.0,479.7,553.95,USD,3238.13,252574.14,32.88,106469.71,8304637.72,0,,2491391.32,755722.03,0.0,105400.0,1,False,REF-99969,0.0,OFFICER-36,2024-12-27
DEC25080867163,2025-08-08,IMP-005,BROK-047,Air,US,BKK,LCP,INV-83946,Standard Import,1,62044290,0,PROD-405,BrandX,M-31,2021,Women Dresses,30.0,237.66,267.46,USD,1171.5,35145.0,32.88,38518.92,1155567.6,999,,346670.28,105156.65,0.0,44200.0,0,True,REF-21581,459914.65,OFFICER-27,2024-12-30
DEC23112731554,2023-11-27,IMP-003,BROK-007,Air,JP,LCP,BKK,INV-29132,Standard Import,1,33030000,0,PROD-832,BrandX,M-40,2022,Perfumes,19.0,54.8,64.11,USD,2462.91,46795.29,35.07,86374.25,1641110.82,0,,492333.25,149341.08,0.0,105400.0,1,False,REF-20354,0.0,OFFICER-48,2024-12-13
DEC251126109491,2025-11-26,IMP-008,BROK-006,Sea,JP,LCP,LCP,INV-28659,Standard Import,1,87089360,0,PROD-938,BrandX,M-72,2024,Clutches,58.0,256.51,289.39,USD,4072.56,236208.48,32.88,133905.77,7766534.82,999,,2329960.45,706754.67,0.0,100000.0,1,True,REF-87024,3739204.81,OFFICER-25,2024-12-15
DEC23072974782,2023-07-29,IMP-006,BROK-041,Sea,JP,SUV,LCP,INV-20419,Standard Import,1,64039990,0,PROD-250,BrandX,M-39,2023,Footwear,65.0,634.35,687.49,USD,835.16,54285.4,35.07,29289.06,1903788.98,999,,571136.69,173244.8,0.0,28050.0,1,False,REF-72871,0.0,OFFICER-12,2024-12-04
DEC24100737346,2024-10-07,IMP-003,BROK-028,Sea,US,SUV,LCP,INV-84187,Standard Import,1,33030000,0,PROD-629,BrandX,M-81,2022,Perfumes,57.0,164.57,189.86,USD,3166.81,180508.17,31.98,101274.58,5772651.28,0,,1731795.38,525311.27,0.0,105400.0,1,False,REF-88354,0.0,OFFICER-36,2024-12-03
DEC25042764837,2025-04-27,IMP-005,BROK-025,Air,JP,SUV,BKK,INV-26024,Standard Import,1,62044290,0,PROD-877,BrandX,M-20,2024,Women Dresses,35.0,349.75,415.3,USD,1176.75,41186.25,32.88,38691.54,1354203.9,0,,406261.17,123232.55,0.0,44200.0,0,False,REF-86965,0.0,OFFICER-26,2024-12-12
DEC250731107885,2025-07-31,IMP-008,BROK-035,Air,CN,SUV,BKK,INV-53742,Standard Import,1,87089360,0,PROD-449,BrandX,M-36,2024,Clutches,55.0,406.6,467.01,USD,3078.21,169301.55,32.88,101211.54,5566634.96,0,,1669990.49,506563.78,0.0,100000.0,1,False,REF-19110,0.0,OFFICER-34,2024-12-26
DEC25103144360,2025-10-31,IMP-003,BROK-030,Air,US,SUV,SUV,INV-93553,Standard Import,1,33030000,0,PROD-343,BrandX,M-48,2025,Perfumes,93.0,777.47,861.02,USD,2964.09,275660.37,32.88,97459.28,9063712.97,0,,2719113.89,824797.88,0.0,105400.0,1,False,REF-10452,0.0,OFFICER-48,2024-12-12
DEC240804102956,2024-08-04,IMP-008,BROK-027,Sea,DE,SUV,LCP,INV-99756,Standard Import,1,87089360,0,PROD-664,BrandX,M-65,2021,Clutches,87.0,840.81,922.91,USD,3956.92,344252.04,31.98,126542.3,11009180.24,999,,3302754.07,1001835.4,0.0,100000.0,0,False,REF-45166,0.0,OFFICER-31,2024-12-25
DEC25012823783,2025-01-28,IMP-002,BROK-006,Sea,JP,BKK,SUV,INV-77120,Standard Import,1,22083090,0,PROD-959,BrandX,M-77,2023,Whisky,95.0,306.95,363.44,USD,559.58,53160.1,32.88,18398.99,1747904.09,0,,1048742.45,195765.26,0.0,80000.0,1,False,REF-59016,0.0,OFFICER-14,2024-12-27
DEC23050127772,2023-05-01,IMP-003,BROK-003,Air,DE,BKK,SUV,INV-52431,Standard Import,1,33030000,0,PROD-316,BrandX,M-36,2024,Perfumes,52.0,135.0,142.79,USD,3028.18,157465.36,35.07,106198.27,5522310.18,0,,1656693.05,502530.23,0.0,105400.0,1,False,REF-87511,0.0,OFFICER-35,2024-12-14
DEC24051634660,2024-05-16,IMP-003,BROK-042,Air,DE,LCP,BKK,INV-88343,Standard Import,1,33030000,0,PROD-686,BrandX,M-12,2022,Perfumes,96.0,119.81,128.01,USD,3225.94,309690.24,31.98,103165.56,9903893.88,0,,2971168.16,901254.34,0.0,105400.0,1,False,REF-26808,0.0,OFFICER-23,2024-12-23
DEC23092051499,2023-09-20,IMP-005,BROK-014,Sea,CN,SUV,BKK,INV-20099,Standard Import,1,62044290,0,PROD-625,BrandX,M-68,2024,Women Dresses,59.0,233.03,253.83,USD,1433.36,84568.24,35.07,50267.94,2965808.18,999,,889742.45,269888.54,0.0,44200.0,0,True,REF-31314,627058.34,OFFICER-36,2024-12-04
DEC240407101384,2024-04-07,IMP-008,BROK-037,Sea,DE,BKK,SUV,INV-95853,Standard Import,1,87089360,0,PROD-237,BrandX,M-45,2024,Clutches,86.0,401.28,452.73,USD,3625.28,311774.08,31.98,115936.45,9970535.08,0,,2991160.52,907318.69,0.0,100000.0,1,False,REF-96028,0.0,OFFICER-40,2024-12-27
DEC24041534103,2024-04-15,IMP-003,BROK-032,Air,DE,BKK,BKK,INV-14784,Standard Import,1,33030000,0,PROD-918,BrandX,M-59,2023,Perfumes,64.0,225.66,250.83,USD,3169.04,202818.56,31.98,101345.9,6486137.55,0,,1945841.26,590238.52,0.0,105400.0,1,False,REF-99997,0.0,OFFICER-44,2024-12-04
DEC25112069573,2025-11-20,IMP-005,BROK-050,Land,CN,LCP,LCP,INV-34970,Standard Import,1,62044290,0,PROD-315,BrandX,M-27,2021,Women Dresses,55.0,548.48,625.89,USD,1201.98,66108.9,32.88,39521.1,2173660.63,999,,652098.19,197803.12,0.0,44200.0,0,True,REF-64849,990927.19,OFFICER-26,2024-12-29
DEC24081836415,2024-08-18,IMP-003,BROK-038,Air,DE,BKK,BKK,INV-53369,Standard Import,1,33030000,0,PROD-859,BrandX,M-27,2021,Perfumes,40.0,251.72,270.14,USD,3134.8,125392.0,31.98,100250.9,4010036.16,999,,1203010.85,364913.29,0.0,105400.0,1,False,REF-88081,0.0,OFFICER-40,2024-12-28
DEC23012192555,2023-01-21,IMP-007,BROK-050,Sea,JP,SUV,SUV,INV-44360,Standard Import,1,87032324,0,PROD-105,BrandX,M-16,2024,Passenger Cars,80.0,390.79,432.99,USD,56069.0,4485520.0,35.07,1966339.83,157307186.4,0,,125845749.12,19820705.49,0.0,2500000.0,1,False,REF-72387,0.0,OFFICER-44,2024-12-15
DEC23030226646,2023-03-02,IMP-003,BROK-022,Air,DE,SUV,BKK,INV-47906,Standard Import,1,33030000,0,PROD-682,BrandX,M-23,2021,Perfumes,36.0,144.84,162.48,USD,2942.06,105914.16,35.07,103178.04,3714409.59,0,,1114322.88,338011.27,0.0,105400.0,1,True,REF-81653,1431405.55,OFFICER-25,2024-12-28
DEC25011485461,2025-01-14,IMP-006,BROK-046,Air,CN,SUV,BKK,INV-80927,Standard Import,1,64039990,0,PROD-309,BrandX,M-94,2021,Footwear,70.0,654.14,758.85,USD,803.38,56236.6,32.88,26415.13,1849059.41,0,,554717.82,168264.41,0.0,28050.0,1,False,REF-11882,0.0,OFFICER-19,2024-12-04
DEC23010910079,2023-01-09,IMP-001,BROK-015,Sea,JP,SUV,SUV,INV-58368,Standard Import,1,19059030,0,PROD-584,BrandX,M-80,2025,Cake,90.0,543.88,630.52,USD,156.09,14048.1,35.07,5474.08,492666.87,999,,147800.06,44832.69,0.0,5000.0,0,True,REF-32442,54827.69,OFFICER-44,2024-12-29
DEC24012913575,2024-01-29,IMP-001,BROK-004,Sea,JP,LCP,LCP,INV-66704,Standard Import,1,19059030,0,PROD-797,BrandX,M-19,2022,Cake,56.0,534.42,640.18,USD,150.47,8426.32,31.98,4812.03,269473.71,0,,80842.11,24522.11,0.0,5000.0,0,False,REF-89591,0.0,OFFICER-48,2024-12-26
DEC25050741191,2025-05-07,IMP-003,BROK-043,Air,JP,BKK,SUV,INV-50450,Standard Import,1,33030000,0,PROD-847,BrandX,M-94,2023,Perfumes,3.0,19.42,21.19,USD,2252.26,6756.78,32.88,74054.31,222162.93,999,,66648.88,20216.83,0.0,105400.0,1,True,REF-12760,91064.03,OFFICER-44,2024-12-15
DEC25062566166,2025-06-25,IMP-005,BROK-018,Sea,CN,SUV,SUV,INV-91815,Standard Import,1,62044290,0,PROD-988,BrandX,M-57,2021,Women Dresses,45.0,313.18,366.6,USD,1197.65,53894.25,32.88,39378.73,1772042.94,0,,531612.88,161255.91,0.0,44200.0,0,False,REF-45872,0.0,OFFICER-29,2024-12-28
DEC23040447680,2023-04-04,IMP-005,BROK-038,Sea,CN,SUV,LCP,INV-52849,Standard Import,1,62044290,0,PROD-790,BrandX,M-18,2024,Women Dresses,6.0,39.86,45.32,USD,1411.12,8466.72,35.07,49487.98,296927.87,999,,89078.36,27020.44,0.0,44200.0,1,False,REF-96471,0.0,OFFICER-19,2024-12-27
DEC25033087052,2025-03-30,IMP-006,BROK-050,Sea,JP,LCP,SUV,INV-60034,Standard Import,1,64039990,0,PROD-744,BrandX,M-90,2025,Footwear,28.0,130.66,140.66,USD,847.22,23722.16,32.88,27856.59,779984.62,999,,233995.39,70978.6,0.0,28050.0,0,False,REF-73282,0.0,OFFICER-18,2024-12-03
DEC24042456497,2024-04-24,IMP-005,BROK-043,Sea,CN,BKK,BKK,INV-44686,Standard Import,1,62044290,0,PROD-200,BrandX,M-52,2024,Women Dresses,88.0,343.26,382.82,USD,1311.94,115450.72,31.98,41955.84,3692114.03,999,,1107634.21,335982.38,0.0,44200.0,0,False,REF-10785,0.0,OFFICER-15,2024-12-21
DEC23100430538,2023-10-04,IMP-003,BROK-001,Air,DE,BKK,LCP,INV-29531,Standard Import,1,33030000,0,PROD-419,BrandX,M-46,2023,Perfumes,6.0,22.93,26.3,USD,3006.08,18036.48,35.07,105423.23,632539.35,0,,189761.8,57561.08,0.0,105400.0,1,False,REF-31250,0.0,OFFICER-30,2024-12-04
DEC23061397245,2023-06-13,IMP-008,BROK-044,Land,CN,BKK,BKK,INV-93471,Standard Import,1,87089360,0,PROD-905,BrandX,M-48,2023,Clutches,56.0,510.03,545.52,USD,3969.19,222274.64,35.07,139199.49,7795171.62,0,,2338551.49,709360.62,0.0,100000.0,0,False,REF-75667,0.0,OFFICER-44,2024-12-26
DEC25060965791,2025-06-09,IMP-005,BROK-016,Sea,CN,LCP,BKK,INV-11336,Standard Import,1,62044290,0,PROD-467,BrandX,M-84,2022,Women Dresses,34.0,247.19,273.46,USD,1187.02,40358.68,32.88,39029.22,1326993.4,999,,398098.02,120756.4,0.0,44200.0,0,True,REF-25663,307929.91,OFFICER-47,2024-12-09
DEC23091830278,2023-09-18,IMP-003,BROK-010,Sea,US,LCP,LCP,INV-90342,Standard Import,1,33030000,0,PROD-911,BrandX,M-39,2025,Perfumes,12.0,30.74,36.56,USD,3196.06,38352.72,35.07,112085.82,1345029.89,999,,403508.97,122397.72,0.0,105400.0,0,True,REF-36931,616662.54,OFFICER-47,2024-12-07
DEC23121053373,2023-12-10,IMP-005,BROK-018,Sea,JP,LCP,SUV,INV-88660,Standard Import,1,62044290,0,PROD-162,BrandX,M-32,2025,Women Dresses,43.0,149.32,164.78,USD,1396.21,60037.03,35.07,48965.08,2105498.64,999,,631649.59,191600.38,0.0,44200.0,1,False,REF-39113,0.0,OFFICER-25,2024-12-20
DEC25020439566,2025-02-04,IMP-003,BROK-002,Land,JP,BKK,LCP,INV-16668,Standard Import,1,33030000,0,PROD-100,BrandX,M-53,2024,Perfumes,97.0,295.34,352.84,USD,3129.0,303513.0,32.88,102881.52,9979507.44,999,,2993852.23,908135.18,0.0,105400.0,1,False,REF-36751,0.0,OFFICER-48,2024-12-03
DEC240616102338,2024-06-16,IMP-008,BROK-024,Sea,CN,LCP,LCP,INV-42061,Standard Import,1,87089360,0,PROD-995,BrandX,M-51,2025,Clutches,63.0,344.91,380.9,USD,4153.24,261654.12,31.98,132820.62,8367698.76,0,,2510309.63,761460.59,0.0,100000.0,1,False,REF-64323,0.0,OFFICER-28,2024-12-07
DEC24041680126,2024-04-16,IMP-006,BROK-032,Land,CN,BKK,BKK,INV-82038,Standard Import,1,64039990,0,PROD-621,BrandX,M-33,2022,Footwear,25.0,143.42,170.96,USD,819.85,20496.25,31.98,26218.8,655470.07,999,,196641.02,59647.78,0.0,28050.0,1,False,REF-94241,0.0,OFFICER-28,2024-12-05
DEC24121216557,2024-12-12,IMP-001,BROK-010,Air,CN,LCP,LCP,INV-33396,Standard Import,1,19059030,0,PROD-372,BrandX,M-11,2025,Cake,89.0,810.06,929.54,USD,147.22,13102.58,31.98,4708.1,419020.51,999,,125706.15,38130.87,0.0,5000.0,0,False,REF-38129,0.0,OFFICER-35,2024-12-19
DEC25092825018,2025-09-28,IMP-002,BROK-036,Sea,JP,BKK,LCP,INV-15254,Standard Import,1,22083090,0,PROD-121,BrandX,M-89,2021,Whisky,12.0,98.13,109.24,USD,856.66,10279.92,32.88,28166.98,338003.77,0,,202802.26,37856.42,0.0,80000.0,1,True,REF-32310,168466.96,OFFICER-12,2024-12-23
